contributor_wikidata_qid,contributor_name,source_type,filename,call_number,title,ds_id,marc_001,catalog_id,catalog_id_field,marc_005,institutional_record_date,catalog_url,iiif_manifest,generated_at
Q49117,University of Pennsylvania,marc-xml,9962905673503681.xml,Ms. Coll. 390,Śārīrakamīmāṃsābhāṣya,"",9962905673503681,"","",20211025111123.0,"",https://franklin.library.upenn.edu/catalog/FRANKLIN_9962905673503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3db7vr3g/manifest,2023-01-23T18:08:05-05:00
Q49117,University of Pennsylvania,marc-xml,9962984263503681.xml,Ms. Coll. 390,Laghuvākyavṛttiprakāśikā,"",9962984263503681,"","",20211025111226.0,"",https://franklin.library.upenn.edu/catalog/FRANKLIN_9962984263503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p32805318/manifest,2023-01-23T18:08:05-05:00
Q49117,University of Pennsylvania,marc-xml,9962984323503681.xml,Ms. Coll. 390,Tattvadīpaṇa,"",9962984323503681,"","",20211025111108.0,"",https://franklin.library.upenn.edu/catalog/FRANKLIN_9962984323503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p33b5w832/manifest,2023-01-23T18:08:05-05:00
Q49117,University of Pennsylvania,marc-xml,9962986513503681.xml,Ms. Coll. 390,Bhedadhikkāra,"",9962986513503681,"","",20211025110909.0,"",https://franklin.library.upenn.edu/catalog/FRANKLIN_9962986513503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3zg41/manifest,2023-01-23T18:08:05-05:00
Q49117,University of Pennsylvania,marc-xml,9962986713503681.xml,Ms. Coll. 390,Saṃkṣepaśārīraka,"",9962986713503681,"","",20211025111215.0,"",https://franklin.library.upenn.edu/catalog/FRANKLIN_9962986713503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p31r6n35s/manifest,2023-01-23T18:08:05-05:00
Q49117,University of Pennsylvania,marc-xml,9962986813503681.xml,Ms. Coll. 390,Saṃkṣepaśārīraka,"",9962986813503681,"","",20211025110511.0,"",https://franklin.library.upenn.edu/catalog/FRANKLIN_9962986813503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3gb15/manifest,2023-01-23T18:08:05-05:00
Q49117,University of Pennsylvania,marc-xml,9962986913503681.xml,Ms. Coll. 390,Saṃkṣepaśārīraka,"",9962986913503681,"","",20211025111031.0,"",https://franklin.library.upenn.edu/catalog/FRANKLIN_9962986913503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p37940t6f/manifest,2023-01-23T18:08:05-05:00
Q49117,University of Pennsylvania,marc-xml,9962986963503681.xml,Ms. Coll. 390,Saṃkṣepaśārīraka,"",9962986963503681,"","",20211025110805.0,"",https://franklin.library.upenn.edu/catalog/FRANKLIN_9962986963503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3c551/manifest,2023-01-23T18:08:05-05:00
Q49117,University of Pennsylvania,marc-xml,9962987793503681.xml,Ms. Coll. 390,Śārīrakamīmāṃsābhāṣya,"",9962987793503681,"","",20211025111110.0,"",https://franklin.library.upenn.edu/catalog/FRANKLIN_9962987793503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3p843w68/manifest,2023-01-23T18:08:05-05:00
Q49117,University of Pennsylvania,marc-xml,9962991713503681.xml,Ms. Coll. 390,Śārīrakamīmāṃsābhāṣya,"",9962991713503681,"","",20211025110936.0,"",https://franklin.library.upenn.edu/catalog/FRANKLIN_9962991713503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3pw05/manifest,2023-01-23T18:08:05-05:00
Q49117,University of Pennsylvania,marc-xml,9962991893503681.xml,Ms. Coll. 390,Vivaraṇatattvadīpaṇa,"",9962991893503681,"","",20211025111123.0,"",https://franklin.library.upenn.edu/catalog/FRANKLIN_9962991893503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p38k74x8m/manifest,2023-01-23T18:08:05-05:00
Q49117,University of Pennsylvania,marc-xml,9969738033503681.xml,Oversize Ms. Codex 1892,Abridged history of Arab dynasties,"",9969738033503681,"","",20210929170134.0,"",https://franklin.library.upenn.edu/catalog/FRANKLIN_9969738033503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3pz51t0x/manifest,2023-01-23T18:08:05-05:00
Q49117,University of Pennsylvania,marc-xml,9969738073503681.xml,Ms. Codex 1893.,al-Fatḥ al-ẓāhir wa-al-naṣr al-bāhir fī fann ramy al-ṭūb wa-al-qunburah,"",9969738073503681,"","",20210929170157.0,"",https://franklin.library.upenn.edu/catalog/FRANKLIN_9969738073503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3fj29k52/manifest,2023-01-23T18:08:05-05:00
Q49117,University of Pennsylvania,marc-xml,9970745763503681.xml,Ms. Codex 1958,Inshā-yi Mādhava Rāma. Inshā-yi Dilkushā,"",9970745763503681,"","",20210929170153.0,"",https://franklin.library.upenn.edu/catalog/FRANKLIN_9970745763503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3p26q93b/manifest,2023-01-23T18:08:05-05:00
Q49117,University of Pennsylvania,marc-xml,9972460113503681.xml,Ms. Indic 6,Bisnu Purān,"",9972460113503681,"","",20210929170156.0,"",https://franklin.library.upenn.edu/catalog/FRANKLIN_9972460113503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3t14tw1c/manifest,2023-01-23T18:08:05-05:00
Q49117,University of Pennsylvania,marc-xml,9977325732103681.xml,Ms. Codex 1895,Kalimāt ʻarabīyah ʻalá tartīb ḥurūf al-tahajjī,"",9977325732103681,"","",20210929170148.0,"",https://franklin.library.upenn.edu/catalog/FRANKLIN_9977325732103681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3qv3c96r/manifest,2023-01-23T18:08:05-05:00
Q49117,University of Pennsylvania,marc-xml,9977325732203681.xml,Ms. Codex 1894,Dalāʼil al-khayrāt wa shawāriq al-anwār fī dhikr al-ṣalawāt ʻalá al-nabī al-mukhtār,"",9977325732203681,"","",20210929170134.0,"",https://franklin.library.upenn.edu/catalog/FRANKLIN_9977325732203681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p39s1ks0f/manifest,2023-01-23T18:08:05-05:00
Q49117,University of Pennsylvania,marc-xml,9977406946003681.xml,Ms. Codex 1909,al-Qurʼān,"",9977406946003681,"","",20210929170203.0,"",https://franklin.library.upenn.edu/catalog/FRANKLIN_9977406946003681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3rv0d67g/manifest,2023-01-23T18:08:05-05:00
Q49117,University of Pennsylvania,marc-xml,9977406946103681.xml,Ms. Codex 1916,Sharḥ Mukhtaṣar ʻalá Alfīyat Ibn Mālik,"",9977406946103681,"","",20210929170132.0,"",https://franklin.library.upenn.edu/catalog/FRANKLIN_9977406946103681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p38s4jw06/manifest,2023-01-23T18:08:05-05:00
Q49117,University of Pennsylvania,marc-xml,9977406951103681.xml,Ms. Codex 1918,Sirr al-asrār fī ʻilm al-āthār ; Shamsīyah fī al-kashf ʻan mā awdaʻ fī al-Jadāwil al-zahrīyah,"",9977406951103681,"","",20220215152233.0,"",https://franklin.library.upenn.edu/catalog/FRANKLIN_9977406951103681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3280552n/manifest,2023-01-23T18:08:05-05:00
Q49117,University of Pennsylvania,marc-xml,9977406951203681.xml,Ms. Codex 1917,al-Qurʼān,"",9977406951203681,"","",20210929170121.0,"",https://franklin.library.upenn.edu/catalog/FRANKLIN_9977406951203681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3dj58p4b/manifest,2023-01-23T18:08:05-05:00
Q49117,University of Pennsylvania,marc-xml,9977406951403681.xml,Ms. Codex 1915,Natāj al-fikr fī kashf asrār al-Mukhtaṣar,"",9977406951403681,"","",20210929170202.0,"",https://franklin.library.upenn.edu/catalog/FRANKLIN_9977406951403681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3513v265/manifest,2023-01-23T18:08:05-05:00
Q49117,University of Pennsylvania,marc-xml,9977406951603681.xml,Ms. Codex 1914,Sharḥ al-muqaddimah al-Qurṭubīyah... etc,"",9977406951603681,"","",20210929170146.0,"",https://franklin.library.upenn.edu/catalog/FRANKLIN_9977406951603681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3183482d/manifest,2023-01-23T18:08:05-05:00
Q49117,University of Pennsylvania,marc-xml,9977406951903681.xml,Ms. Codex 1904,al-Qurʼān,"",9977406951903681,"","",20210929170158.0,"",https://franklin.library.upenn.edu/catalog/FRANKLIN_9977406951903681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3cj87s43/manifest,2023-01-23T18:08:05-05:00
Q49117,University of Pennsylvania,marc-xml,9977406952003681.xml,Ms. Codex 1903,al-Qurʼān,"",9977406952003681,"","",20220215151553.0,"",https://franklin.library.upenn.edu/catalog/FRANKLIN_9977406952003681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p37s7j00c/manifest,2023-01-23T18:08:05-05:00
Q49117,University of Pennsylvania,marc-xml,9977406952203681.xml,Ms. Codex 1902,Devotional book,"",9977406952203681,"","",20210929170200.0,"",https://franklin.library.upenn.edu/catalog/FRANKLIN_9977406952203681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3416t56x/manifest,2023-01-23T18:08:05-05:00
Q49117,University of Pennsylvania,marc-xml,9977406952303681.xml,Ms. Codex 1901,al-Qurʼān,"",9977406952303681,"","",20210929170208.0,"",https://franklin.library.upenn.edu/catalog/FRANKLIN_9977406952303681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p30863c25/manifest,2023-01-23T18:08:05-05:00
Q49117,University of Pennsylvania,marc-xml,9977406953003681.xml,Oversize Ms. Codex 1897,al-Qurʼān,"",9977406953003681,"","",20220223104028.0,"",https://franklin.library.upenn.edu/catalog/FRANKLIN_9977406953003681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3tq5rm36/manifest,2023-01-23T18:08:05-05:00
Q49117,University of Pennsylvania,marc-xml,9977424453803681.xml,Ms. Codex 1910,Dalāʼil al-khayrāt wa shawāriq al-anwār fī dhikr al-ṣalāh ʻalá al-nabī al-mukhtār,"",9977424453803681,"","",20210929170207.0,"",https://franklin.library.upenn.edu/catalog/FRANKLIN_9977424453803681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3wh2dm7d/manifest,2023-01-23T18:08:05-05:00
Q49117,University of Pennsylvania,marc-xml,9977459936703681.xml,Ms. Codex 1913,al-Risālah al-dāmighah lil-fāsiq... etc,"",9977459936703681,"","",20210929170158.0,"",https://franklin.library.upenn.edu/catalog/FRANKLIN_9977459936703681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3vx0689g/manifest,2023-01-23T18:08:05-05:00
Q49117,University of Pennsylvania,marc-xml,9977459936903681.xml,Ms. Codex 1912,Bhāgavatapurāṇa,"",9977459936903681,"","",20210929170142.0,"",https://franklin.library.upenn.edu/catalog/FRANKLIN_9977459936903681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p30k26j27/manifest,2023-01-23T18:08:05-05:00
Q49117,University of Pennsylvania,marc-xml,9977459937003681.xml,Misc Mss Box 24 Folder 4,Qurʼān leaves,"",9977459937003681,"","",20210929170148.0,"",https://franklin.library.upenn.edu/catalog/FRANKLIN_9977459937003681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3m61bw6q/manifest,2023-01-23T18:08:05-05:00
Q49117,University of Pennsylvania,marc-xml,9977459937103681.xml,Misc Mss Box 24 Folder 3,Selections from commentaries on Alfīyat Ibn Mālik,"",9977459937103681,"","",20210929170201.0,"",https://franklin.library.upenn.edu/catalog/FRANKLIN_9977459937103681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3br8mp1m/manifest,2023-01-23T18:08:05-05:00
Q49117,University of Pennsylvania,marc-xml,9977459940003681.xml,Oversize Ms. Codex 1952,Khamsah,"",9977459940003681,"","",20210929170208.0,"",https://franklin.library.upenn.edu/catalog/FRANKLIN_9977459940003681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3j960g9z/manifest,2023-01-23T18:08:05-05:00
Q49117,University of Pennsylvania,marc-xml,9977459940203681.xml,Ms. Codex 1907,al-Qurʼān,"",9977459940203681,"","",20210929170138.0,"",https://franklin.library.upenn.edu/catalog/FRANKLIN_9977459940203681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3n29pd33/manifest,2023-01-23T18:08:05-05:00
Q49117,University of Pennsylvania,marc-xml,9977459940303681.xml,Ms. Codex 1900,al-Tuḥfah al-shāhīyah fī al-hayʼah,"",9977459940303681,"","",20210929170145.0,"",https://franklin.library.upenn.edu/catalog/FRANKLIN_9977459940303681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3cv4bz3p/manifest,2023-01-23T18:08:05-05:00
Q49117,University of Pennsylvania,marc-xml,9977459940803681.xml,Ms. Codex 1899,Munshaʼāt-i Ḥaz̤rat-i Nābī Afandī,"",9977459940803681,"","",20210929170142.0,"",https://franklin.library.upenn.edu/catalog/FRANKLIN_9977459940803681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3vm4340h/manifest,2023-01-23T18:08:05-05:00
Q49117,University of Pennsylvania,marc-xml,9977459940903681.xml,Ms. Codex 1898,Kitāb al-Tawākiz al-muḥarrarah wa-al-ḍamāʼir al-mustakhbarah,"",9977459940903681,"","",20210929170146.0,"",https://franklin.library.upenn.edu/catalog/FRANKLIN_9977459940903681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3hm52r7t/manifest,2023-01-23T18:08:05-05:00
Q49117,University of Pennsylvania,marc-xml,9977459941003681.xml,Oversize Ms. Codex 1896,Kanz al-daqāʼiq,"",9977459941003681,"","",20210929170159.0,"",https://franklin.library.upenn.edu/catalog/FRANKLIN_9977459941003681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3nc5sk2p/manifest,2023-01-23T18:08:05-05:00
Q49117,University of Pennsylvania,marc-xml,9977459941103681.xml,Oversize Ms. Codex 1951,Irshād al-sārī,"",9977459941103681,"","",20210929170201.0,"",https://franklin.library.upenn.edu/catalog/FRANKLIN_9977459941103681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3mc8rp0g/manifest,2023-01-23T18:08:05-05:00
Q49117,University of Pennsylvania,marc-xml,9977508749303681.xml,Ms. Codex 1911,al-Ḥawḍ. Baḥr al-dumūʻ,"",9977508749303681,"","",20210929170209.0,"",https://franklin.library.upenn.edu/catalog/FRANKLIN_9977508749303681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p34b2xb60/manifest,2023-01-23T18:08:05-05:00
Q49117,University of Pennsylvania,marc-xml,9977508749403681.xml,Ms. Roll 1906,Haza rūznāme-yi Dārendevī,"",9977508749403681,"","",20210929170201.0,"",https://franklin.library.upenn.edu/catalog/FRANKLIN_9977508749403681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3k35mm16/manifest,2023-01-23T18:08:05-05:00
