ds_id,date_added,date_last_updated,holding_institution,holding_institution_id_number,link_to_holding_institution_record,production_place_as_recorded,production_place,production_date_as_recorded,production_date,century,dated,uniform_title_240,title_as_recorded_245,work_as_recorded,work,genre_as_recorded,genre,subject_as_recorded,subject,author_as_recorded,author,artist_as_recorded,artist,scribe_as_recorded,scribe,language_as_recorded,language,illuminated_initials,miniatures,former_owner_as_recorded,former_owner,former_id_number,material,physical_description,acknowledgements,binding,folios,dimensions,decoration
,,,University of Pennsylvania.,LJS 265,,"[Rome?,",,before 1464],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
